name,ra,decl,spt,sptnum,plx,plx_err,pmra,pmdec,pmtot,radvel,radvel_err,GAIA_G,GAIA_Ge,GAIA_B,GAIA_Be,GAIA_R,GAIA_Re,2MASS_J,2MASS_Je,2MASS_H,2MASS_He,2MASS_KS,2MASS_KSe,SDSS_G,SDSS_R,SDSS_I,SDSS_Z,PANSTARRS_Ge,PANSTARRS_Re,PANSTARRS_Ie,PANSTARRS_Ze,PANSTARRS_Y,PANSTARRS_Ye,WISE_W1,WISE_W1e,WISE_W2,WISE_W2e,WISE_W3,WISE_W3e,WISE_W4,WISE_W4e,MKO_Y,MKO_Ye,MKO_J,MKO_Je,MKO_H,MKO_He,MKO_K,MKO_Ke,PANSTARRS_G,PANSTARRS_R,PANSTARRS_I,PANSTARRS_Z,PANSTARRS_Y
2MASS J04572565+6809177,74.3572,68.1549,,8,50.6,0.4,73.7,-187.5,201.4644882,,,17.498,0.001,20.568,0.075,15.963,0.005,13.248,0.025,12.592,0.028,12.134,0.025,,,,,0.06,0.01,0,0,14.88,0.01,11.878,0.024,11.667,0.021,11.166,0.132,8.63,,,,,,,,,,21.01000031,19.22999939,16.51999939,15.09000011,14.24600011
2MASS J15531993+1400337,238.3327,14.0094,,9,22.14,0.08,-646.4,60.6,649.2344107,,,17.692,0.001,20.921,0.07,16.089,0.005,13.05,0.023,12.269,0.022,11.823,0.02,,,,,0.13,0.03,0.01,0,14.88,0,11.522,0.024,11.286,0.021,10.854,0.1,9.132,,,,,,,,,,21.68000038,19.47999939,16.85999954,15.26000019,14.24600011
2MASS J10213232-2044069,155.3846,-20.7353,,9,21.81,0.1,-325.2,-52.7,329.4424532,,,17.7,0.003,20.695,0.168,16.097,0.012,13.193,0.024,12.492,0.022,12.068,0.026,,,,,0.06,0.03,0.01,0,14.87,0.01,11.74,0.023,11.454,0.021,10.823,0.092,8.326,,14.05,0.055,13.164,0.024,12.552,0.022,12.045,0.026,21.78000076,19.72999939,16.88,15.21,14.23599989
2MASS J11543399+0135545,178.6417,1.5985,,9,26.25,0.16,85.1,-27.9,89.55679762,,,17.605,0.001,20.861,0.083,16.001,0.007,13.158,0.028,12.516,0.028,11.992,0.023,,,,,0.06,0.03,0,0,14.87,0.01,11.806,0.023,11.556,0.022,11.436,0.21,8.573,,13.983,0.002,13.106,0.002,12.521,0.001,12.049,0.002,21.62999924,19.74999985,16.73000038,15.14999958,14.23599989
2MASS J17343053-1151388,263.6272,-11.8608,M8.5,8.5,20.55,0.1,120.5,-370,389.1275498,,,17.687,0.002,20.94,0.309,16.067,0.007,13.11,0.03,12.372,0.024,11.883,0.024,,,,,0.13,0.01,0,0,14.87,0,11.537,0.022,11.313,0.02,10.887,0.125,8.883,,13.986,0.058,13.082,0.03,12.432,0.024,11.86,0.024,21.95000084,19.66999992,16.88,15.26000019,14.23599989
2MASS J14573965+4517167,224.4151,45.288,,9,23.39,0.08,-197.9,101.6,222.4566699,,,17.637,0.002,20.736,0.114,16.033,0.005,13.119,0.023,12.382,0.021,11.927,0.02,,,,,0.05,0.02,0,0.01,14.86,0,11.63,0.023,11.387,0.02,11.052,0.086,9.124,,,,,,,,,,21.58,19.69000038,16.77999962,15.17000004,14.22599966
2MASS J00054844-2157196,1.4519,-21.9555,,9,25.35,0.1,709.4,-122.9,719.9672006,,,17.626,0.002,21.067,0.142,16.015,0.007,13.274,0.025,12.617,0.024,12.201,0.03,,,,,0.06,0.01,0,0,14.84,0.01,11.891,0.023,11.624,0.022,11.312,0.168,8.83,,14.071,0.056,13.238,0.025,12.677,0.024,12.178,0.03,21.42000015,19.79000076,16.74000061,15.14999958,14.20600015
SDSS J104842.84+011158.5,162.1784,1.1995,L4,11,15.05,0.05,-435.4,-226.1,490.6061251,,,17.703,0.002,20.915,0.115,16.09,0.009,12.924,0.023,12.14,0.024,11.623,0.024,,,,,0.07,0.01,0.03,0,14.84,0.01,11.274,0.023,11.037,0.021,10.582,0.111,8.308,,13.945,0.002,12.797,0.001,12.157,0.001,11.579,0.001,21.81999977,19.57999977,16.91000069,15.26000019,14.20600015
HIP 65706B,202.0872,30.0552,M7,7,42.35,0.29,-182.9,-172.8,251.619256,,,17.336,0.001,20.206,0.038,15.81,0.005,13.315,0.022,12.642,0.024,12.297,0.024,,,,,0.02,0.01,0.01,0.01,14.84,0,12.029,0.023,11.843,0.021,11.68,0.209,9.137,,14.011,0.002,13.246,0.001,12.693,0.001,12.258,0.002,20.58,18.97999939,16.31000031,14.97000023,14.20600015
2MASSI J1438082+640836,219.5345,64.1434,L0.2,9.5,17.04,0.04,643.7,-204,675.2523158,,,17.649,0.002,20.477,0.119,16.046,0.012,12.985,0.024,12.161,0.021,11.65,0.021,,,,,,0.03,0.01,0.01,14.84,0.01,11.35,0.022,11.105,0.02,10.511,0.071,9.127,,13.958,0.055,12.951,0.024,12.221,0.021,11.633,0.021,,19.24999985,16.81000031,15.24999996,14.20600015
TVLM 832-10443,43.1096,0.9396,,8,23.42,0.22,-163.3,-104.1,193.6587204,,,17.594,0.002,20.858,0.14,15.998,0.007,13.126,0.023,12.441,0.019,11.963,0.019,,,,,0.07,0.02,0,0,14.83,0,11.664,0.023,11.403,0.021,10.942,0.102,8.934,,13.916,0.002,13.037,0.001,12.452,0.001,11.948,0.002,21.42000015,19.71000084,16.70999992,15.11999985,14.19599992
2MASS J08352366+1029318,128.8486,10.4922,,7,27.11,0.15,-20.2,-153.7,155.0217082,,,17.552,0.002,20.434,0.097,15.939,0.012,13.137,0.023,12.49,0.033,12.045,0.021,,,,,0.03,0.01,0,0,14.83,0,11.789,0.023,11.605,0.022,11.154,0.205,8.395,,13.943,0.055,13.113,0.023,12.543,0.033,12.024,0.021,21.03000076,19.46999916,16.63,15.09000011,14.19599992
2MASS J06575576+4029420,104.4824,40.4949,,8,34.15,0.2,1.3,-269,269.0031412,,,17.328,0.003,,,,,13.295,0.023,12.651,0.026,12.254,0.022,,,,,0.02,0.02,0,0,14.82,0,12.029,0.023,11.796,0.022,11.609,0.243,8.99,,,,,,,,,,20.95999916,19.26000008,16.35999954,14.94999977,14.18599969
2MASS J11470479+1420095,176.7698,14.3361,,7,48.5,0.7,-336.3,146.3,366.7442978,,,17.343,0.003,20.279,0.1,15.789,0.005,13.271,0.022,12.64,0.027,12.269,0.022,,,,,0.03,0.01,0.01,0,14.82,0,12.061,0.022,11.841,0.022,11.868,0.357,8.714,,13.955,0.002,13.194,0.001,12.66,0.002,12.223,0.002,20.78000076,19.11000046,16.31000031,14.93000027,14.18599969
2MASS J14532303+1543081,223.346,15.7189,,7.5,47.1,0.4,-15.9,38.3,41.46926573,,,17.355,0.003,19.989,0.042,15.816,0.005,13.255,0.024,12.58,0.032,12.208,0.028,,,,,0.07,0.03,0,0,14.82,0,11.866,0.023,11.69,0.022,11.644,0.198,9.305,,,,,,,,,,20.15999992,18.66999992,16.32000053,14.97000023,14.18599969
2MASS J14582453+2839580,224.6022,28.6661,,8,24.28,0.11,-113.4,-434.9,449.4413977,,,17.574,0.001,20.86,0.088,15.999,0.01,13.083,0.019,12.309,0.021,11.849,0.024,,,,,0.06,0.02,0,0,14.81,0.01,11.605,0.024,11.4,0.021,11.077,0.073,9.549,,13.956,0.054,13.051,0.019,12.367,0.021,11.828,0.024,21.53000076,19.57999977,16.73000038,15.13000008,14.17600042
2MASS J09282562+4230545,142.1066,42.5151,,8.5,23.28,0.11,-383.9,-378.3,538.971335,,,17.557,0.001,20.814,0.111,15.947,0.007,13.082,0.025,12.386,0.023,11.943,0.019,,,,,0.03,0.01,0.01,0,14.79,0.01,11.654,0.022,11.407,0.021,11.011,0.14,8.8,,,,,,,,,,21.61000069,19.65999969,16.72000015,15.10000034,14.15599996
2MASS J16272794+8105075,246.8661,81.0855,,9,20.3,0.07,-240.6,344.1,419.8728022,,,17.64,0.002,20.811,0.103,16.024,0.009,13.027,0.024,12.329,0.023,11.88,0.022,,,,,0.06,0.03,0.01,0.01,14.79,0.01,11.547,0.022,11.287,0.021,10.896,0.068,9.227,,,,,,,,,,21.65999992,19.63000092,16.80000008,15.18000027,14.15599996
2MASS J04451119-0602526,71.2967,-6.048,,7,34.48,0.19,43.7,-17.3,46.99978723,,,17.303,0.001,20.378,0.065,15.774,0.007,13.258,0.026,12.612,0.028,12.22,0.026,,,,,0.05,0.02,0,0,14.78,0.01,12.021,0.023,11.793,0.021,11.309,0.479,8.092,,,,,,,,,,20.80999954,19.21000084,16.27999962,14.90999981,14.14599973
2MASS J11524266+2438079,178.1775,24.6355,,9,22.02,0.09,-465.1,43,467.083515,,,17.59,0.002,20.501,0.155,15.989,0.009,13.027,0.023,12.26,0.023,11.776,0.021,,,,,0.05,0.01,0.01,0.01,14.78,0,11.443,0.023,11.234,0.021,10.867,0.112,8.819,,,,,,,,,,21.53999908,19.49999985,16.70999992,15.13000008,14.14599973
2MASS J03540135+2316339,58.5058,23.2761,,8.5,29.87,0.19,201.4,-61.4,210.5514664,,,17.427,0.001,20.446,0.126,15.849,0.005,13.122,0.022,12.421,0.023,11.997,0.018,,,,,0.07,0.01,0,0,14.77,0,11.793,0.023,11.582,0.021,11.234,0.19,8.722,,13.895,0.002,13.046,0.002,12.452,0.001,11.98,0.001,21.04999931,19.38999924,16.49000061,14.98999973,14.13600046
SSSPM J0829-1309,127.1424,-13.1555,L2:,12,11.69,0.023,-581,28.5,581.6985903,,,17.603,0.002,20.706,0.146,15.999,0.013,12.803,0.03,11.851,0.021,11.297,0.021,,,,,0.12,0.01,0.01,0.01,14.77,0,10.926,0.023,10.679,0.021,10.092,0.052,8.998,0.46,13.914,0.058,12.761,0.03,11.919,0.021,11.279,0.021,21.79999931,19.26000008,16.76999939,15.22000023,14.13600046
2MASS J03550477-1032415,58.7699,-10.5449,M8.7 INT-G,8.5,52.4,0.7,65.7,-32.7,73.38787366,,,17.53,0.002,20.807,0.114,15.922,0.008,13.08,0.027,12.462,0.024,11.975,0.024,,,,,0.05,0.02,0,0,14.76,0,11.718,0.024,11.437,0.021,10.81,0.099,8.408,0.27,,,,,,,,,21.36000069,19.63999924,16.61999977,15.03999992,14.12600023
2MASS J06431685-1843375,100.8203,-18.727,M8,8,23.22,0.08,173.9,-102,201.6065723,,,17.569,0.001,20.744,0.057,15.963,0.004,13.009,0.024,12.285,0.02,11.803,0.02,,,,,0.05,0.02,0.01,0,14.76,0,11.567,0.023,11.319,0.022,10.933,0.108,9.107,,13.916,0.056,12.967,0.024,12.342,0.02,11.783,0.02,21.52000053,19.61000046,16.70999992,15.10999962,14.12600023
2MASS J09111297+7401081,137.804,74.0189,,10,24.95,0.11,-191.9,-148.1,242.4030115,,,17.626,0.002,20.939,0.142,16.019,0.006,12.921,0.027,12.205,0.026,11.748,0.026,,,,,0.06,0.01,0,0,14.76,0,11.344,0.023,11.021,0.02,10.559,0.076,8.908,,,,,,,,,,21.70999916,19.65999969,16.82000053,15.18000027,14.12600023
2MASSI J2004536-141622,301.2239,-14.2731,,7.5,25.05,0.11,519.2,44.1,521.0695251,,,17.459,0.001,20.652,0.113,15.864,0.003,13.129,0.024,12.475,0.028,12.045,0.032,,,,,0.06,0.02,0,0,14.74,0,11.757,0.022,11.523,0.021,11.581,0.235,8.653,,,,,,,,,,21.44000061,19.63000092,16.56000031,15.02000042,14.10599977
2MASS J00070787-2458042,1.7829,-24.9679,,7,30.71,0.17,183.5,-56.3,191.9425435,,,17.344,0.001,20.403,0.081,15.797,0.007,13.115,0.024,12.447,0.024,12.06,0.023,,,,,0.03,0.01,0,0.01,14.72,0,11.84,0.022,11.636,0.022,11.36,0.172,8.455,,13.937,0.055,13.093,0.024,12.504,0.024,12.037,0.023,20.87000092,19.21999916,16.38,14.93000027,14.08600027
2MASS J15394442+7437273,234.9352,74.6243,,9,24.1,0.16,-39.9,51.6,65.22706493,,,17.536,0.002,20.794,0.156,15.92,0.011,12.931,0.023,12.207,0.021,11.733,0.019,,,,,0.06,0.02,0,0,14.72,0,11.396,0.023,11.137,0.02,10.694,0.056,9.099,,,,,,,,,,21.70000084,19.62000069,16.67000092,15.06999966,14.08600027
2MASS J02283305+1811097,37.1379,18.186,,7,45.6,0.5,181.6,-77.3,197.3672972,,,17.169,0.003,19.709,0.075,15.646,0.014,13.23,0.024,12.647,0.021,12.26,0.023,,,,,0.03,0.01,0,0,14.71,0,11.992,0.023,11.758,0.023,11.539,0.253,8.728,,,,,,,,,,20.34000023,18.69000038,16.09999931,14.80000015,14.07600004
2MASS J09211410-2104446,140.3088,-21.079,L4:,11.5,12.61,0.04,247.6,-911.6,944.6270799,,,17.637,0.002,21.147,0.126,15.984,0.014,12.779,0.024,12.152,0.023,11.69,0.023,,,,,,0.03,0,0.01,14.71,0.01,11.238,0.022,10.947,0.021,10.387,0.069,8.376,,13.769,0.054,12.71,0.02,12.232,0.023,11.662,0.023,,19.60000023,16.94999969,15.17000004,14.07600004
2MASS J16154245+0546400,243.9269,5.7778,,9,17.83,0.06,142.9,-99.4,174.0711636,,,17.572,0.001,20.901,0.06,15.944,0.007,12.88,0.024,12.196,0.033,11.741,0.022,,,,,0.09,0.01,0,0,14.71,0,11.361,0.023,11.051,0.02,10.576,0.123,8.677,,,,,,,,,,21.68000038,19.57999977,16.75999916,15.10999962,14.07600004
2MASS J23535946-0833311,358.4977,-8.5588,,8.5,21.8,0.13,-55.5,-383.1,387.0992896,,,17.51,0.002,20.773,0.106,15.912,0.008,13.033,0.026,12.369,0.024,11.932,0.027,,,,,0.07,0.02,0,0,14.71,0,11.615,0.022,11.345,0.021,11.035,0.187,8.749,,13.873,0.056,13.002,0.026,12.429,0.024,11.908,0.027,21.42000015,19.52000031,16.67000092,15.05000015,14.07600004
2MASS J11275346+7411076,171.9727,74.1854,,8,35.64,0.24,-19,-26.8,32.85178838,,,17.438,0.002,20.532,0.15,15.85,0.011,13.024,0.038,12.37,0.037,11.952,0.028,,,,,0.04,0.02,0,0,14.7,0,11.594,0.022,11.399,0.021,11.226,0.116,8.883,,,,,,,,,,21.28000076,19.49999985,16.49000061,14.97000023,14.06599981
2MASS J12172935+0035326,184.3723,0.5924,,7.5,29.69,0.17,47.7,9,48.54163162,,,17.272,0.002,20.355,0.101,15.724,0.008,13.085,0.023,12.45,0.024,12.046,0.024,,,,,0.05,0.01,0,0,14.69,0,11.849,0.024,11.652,0.023,11.598,0.288,8.617,,13.827,0.002,13.026,0.001,12.467,0.001,12.037,0.002,20.88999947,19.23999962,16.28999985,14.85000034,14.05599958
2MASSW J1439284+192915,219.8634,19.4889,,11,14.33,0.08,-1233.8,382.2,1291.642087,,,,,,,,,12.759,0.019,12.041,0.022,11.546,0.022,,,,,0.01,0.06,0.01,0.01,14.68,0,11.2,0.023,10.955,0.021,10.523,0.057,9.45,,13.67,0.02,12.66,0.03,12.05,0.03,11.47,0.03,21.81999977,19.36000046,16.75999916,15.09000011,14.04600031
2MASSI J0003422-282241,0.9263,-28.3781,M7: FLD-G,7.5,41.1,0.3,285.8,-142.6,319.4000626,,,17.317,0.002,20.125,0.078,15.758,0.006,13.068,0.024,12.376,0.025,11.972,0.025,,,,,0.03,0.01,0,0,14.67,0,11.705,0.024,11.519,0.023,11.007,0.122,8.641,,13.814,0.06,13.017,0.024,12.41,0.028,11.949,0.025,21.00000008,19.24999985,16.40000046,14.89000031,14.03600008
2MASSI J1426316+155701,216.6317,15.9503,,9,29.9,0.4,76,-47.3,89.51698163,,,17.671,0.007,20.864,0.137,15.852,0.006,12.913,0.023,12.196,0.018,11.731,0.018,,,,,0.02,0.02,0.01,0,14.67,0,11.451,0.023,11.235,0.02,10.722,0.081,9.044,0.454,,,,,,,,,21.47999962,19.49999985,16.58000076,14.98999973,14.03600008
2MASS J01204916-0741036,20.2049,-7.6844,,8,27.31,0.19,-2.9,-116.7,116.736027,,,17.348,0.002,20.424,0.14,15.787,0.007,12.988,0.026,12.293,0.023,11.853,0.021,,,,,0.03,0.02,0,0,14.65,0,11.621,0.023,11.431,0.022,10.98,0.148,8.399,,,,,,,,,,21.11000069,19.30999931,16.43999947,14.90999981,14.01599962
2MASS J16490419+0444571,252.2675,4.7492,,8,24.89,0.11,56.8,73.1,92.57348432,,,17.376,0.001,20.626,0.072,15.788,0.007,12.959,0.025,12.33,0.033,11.882,0.023,,,,,0.07,0.02,0,0,14.65,0.01,11.617,0.023,11.383,0.022,10.99,0.134,8.356,,13.752,0.056,12.928,0.025,12.385,0.033,11.859,0.023,21.25000008,19.47999939,16.48000038,14.93000027,14.01599962
2MASS J14384542+5559134,219.6893,55.987,,7,36.51,0.15,-56.9,-77.6,96.22562029,,,17.087,0.001,19.888,0.057,15.585,0.004,13.092,0.022,12.405,0.024,12.03,0.02,,,,,0.02,0.01,0,0,14.64,0.01,11.814,0.023,11.641,0.021,11.356,0.113,9.485,,,,,,,,,,20.35000046,18.60000023,16.07000053,14.73999973,14.00600034
2MASS J15510662+6457047,237.7775,64.9513,,8,22.91,0.07,-225.5,11.1,225.7730276,,,17.395,0.001,20.378,0.093,15.794,0.004,12.887,0.022,12.152,0.023,11.719,0.019,,,,,0.04,0.01,0.01,0,14.63,0,11.419,0.023,11.243,0.021,10.976,0.064,9.609,,,,,,,,,,21.20999916,19.38000092,16.53999985,14.94999977,13.99600011
2MASSW J2140293+162518,325.1222,16.4217,,8.5,33.1,0.4,-70,-86.8,111.5089234,,,17.396,0.005,20.515,0.114,15.777,0.006,12.94,0.033,12.266,0.031,11.826,0.031,,,,,0.03,0.01,0,0,14.62,0,11.375,0.022,11.135,0.02,10.687,0.096,8.971,,,,12.885,0.033,12.303,0.04,11.797,0.031,21.26000031,19.40999969,16.43999947,14.89999958,13.98599989
2MASS J03505737+1818069,57.7392,18.3019,,8,36.58,0.2,179.1,-37.1,182.9022143,,,17.235,0.001,20.052,0.065,15.688,0.003,12.967,0.021,12.213,0.022,11.779,0.018,,,,,0.01,0.01,0,0,14.61,0,11.534,0.024,11.361,0.02,11.139,0.15,8.809,,,,,,,,11.739,0.001,20.75000008,18.89999947,16.27999962,14.85000034,13.97599966
2MASS J11391107+0841121,174.7961,8.6867,,7.5,23.17,0.1,71.9,-24.3,75.89532265,,,17.318,0.004,,,,,12.922,0.026,12.291,0.021,11.836,0.023,,,,,0.04,0.02,0,0,14.61,0,11.577,0.023,11.35,0.021,10.859,0.12,8.867,,13.687,0.002,12.85,0.001,12.286,0.001,11.792,0.001,21.39999969,19.55999931,16.45999992,14.89000031,13.97599966
2MASS J15104786-2818174,227.6994,-28.3049,M9.3 INT-G,9,36.7,0.4,-115.9,-49.5,126.0280128,,,17.487,0.002,20.641,0.194,15.857,0.012,12.838,0.03,12.11,0.032,11.687,0.032,,,,,0.01,0.02,0.01,0,14.61,0,11.314,0.024,10.995,0.024,10.716,0.13,7.94,,,,,,,,,,21.65999992,19.70000061,16.67999924,15.01000019,13.97599966
2MASS J04270723+0859027,66.7802,8.9841,,8,21.72,0.12,-124.4,4.3,124.4742945,,,17.405,0.002,20.562,0.135,15.786,0.007,12.92,0.026,12.188,0.028,11.727,0.023,,,,,0.11,0.01,0.01,0,14.6,0,11.447,0.023,11.198,0.021,10.845,0.113,8.859,,13.769,0.056,12.886,0.026,12.248,0.028,11.726,0.001,21.50000008,19.57999977,16.53999985,14.93999954,13.96600038
2MASS J09384022-2748184,144.6677,-27.8051,,8,28.43,0.1,-413.6,-175.8,449.4113928,,,17.227,0.001,20.402,0.078,15.675,0.005,12.998,0.028,12.359,0.026,11.934,0.022,,,,,0.05,0.02,0,0.01,14.6,0,11.671,0.023,11.481,0.02,11.262,0.178,9.192,,13.765,0.057,12.97,0.028,12.414,0.026,11.913,0.022,20.86000069,19.15999969,16.26999939,14.81999966,13.96600038
2MASS J09424604+5531025,145.6918,55.5174,,8,22.16,0.09,-56.9,108.5,122.5147338,,,17.319,0.002,,,,,12.921,0.022,12.256,0.027,11.801,0.022,,,,,0.05,0.02,0,0.01,14.6,0,11.537,0.023,11.292,0.02,10.92,0.087,8.898,,,,,,,,,,21.37000092,19.54000076,16.48000038,14.88000008,13.96600038
2MASS J16351919+4223053,248.83,42.3848,,8,42.35,0.25,-57,-5.6,57.2744271,,,17.368,0.002,20.732,0.093,15.746,0.006,12.881,0.025,12.222,0.02,11.787,0.018,,,,,0.03,0.01,0,0,14.6,0,11.48,0.023,11.205,0.02,10.843,0.09,9.227,,13.699,0.056,12.842,0.025,12.287,0.02,11.761,0.018,21.40999992,19.63000092,16.48000038,14.88000008,13.96600038
2MASS J04305157-0849007,67.7149,-8.8169,,8,30.3,0.28,-1.4,-157.7,157.7062142,,,17.383,0.002,20.627,0.064,15.757,0.004,12.897,0.022,12.204,0.022,11.776,0.023,,,,,0.07,0.02,0,0,14.59,0,11.479,0.024,11.208,0.021,10.745,0.105,9.099,,13.739,0.055,12.866,0.022,12.262,0.022,11.752,0.023,21.29999931,19.46000084,16.50000084,14.90999981,13.95600015
2MASS J11103321+5424028,167.6385,54.4008,,7,33.5,0.21,-63.2,-311.2,317.5526413,,,17.094,0.001,19.852,0.057,15.573,0.007,12.971,0.025,12.316,0.031,11.909,0.023,,,,,0.02,0.01,0,0,14.59,0.01,11.685,0.023,11.517,0.022,11.202,0.14,8.946,,,,,,,,,,20.46999939,18.74999985,16.08999908,14.72000023,13.95600015
2MASS J09342920-1352434,143.6216,-13.8788,,7,35.73,0.24,-236.5,-117,263.8583901,,,17.004,0.002,19.631,0.048,15.503,0.01,13.041,0.025,12.412,0.022,12.007,0.027,,,,,0.04,0.01,0,0,14.57,0,11.815,0.024,11.614,0.021,11.231,0.142,8.841,,,,,,,,,,20.28999908,18.63000092,15.97000015,14.68000027,13.93599969
2MASS J10284042-1438439,157.1685,-14.6456,,7,34.66,0.29,23.6,-174.3,175.8904489,,,17.054,0.004,19.755,0.072,15.545,0.014,13.057,0.028,12.429,0.026,12.026,0.024,,,,,0.03,0.01,0,0.01,14.57,0,11.814,0.023,11.616,0.021,11.293,0.162,8.839,,,,,,,,,,20.36000069,18.65999969,16.00999916,14.68000027,13.93599969
2MASS J10451718-2607249,161.3215,-26.1236,,8,23.58,0.09,-174.7,-145.8,227.5472039,,,17.332,0.002,20.556,0.119,15.732,0.006,12.791,0.023,12.115,0.026,11.626,0.019,,,,,,0.04,0,0.01,14.57,0.01,11.424,0.022,11.171,0.02,10.889,0.111,9.142,,,,,,,,,,,19.39999947,16.45999992,14.86999985,13.93599969
2MASS J23464599+1129094,356.6918,11.486,,9,19.67,0.07,-383.7,-82.7,392.5111209,,,17.392,0.001,20.716,0.08,15.794,0.007,12.798,0.024,12.101,0.028,11.605,0.023,,,,,0.01,0.01,0,0,14.57,0.01,11.341,0.023,11.099,0.021,10.779,0.114,8.741,,13.666,0.002,12.738,0.001,12.136,0.001,11.599,0.001,21.42000015,19.38000092,16.53999985,14.93000027,13.93599969
2MASS J03100053+0726506,47.5021,7.4474,,7.5,23.75,0.1,565.3,247.8,617.226806,,,17.311,0.002,20.56,0.126,15.729,0.004,12.85,0.024,12.215,0.026,11.775,0.021,,,,,0.07,0.02,0.01,0.01,14.56,0,11.542,0.024,11.338,0.021,11.139,0.167,8.928,,,,,,,,,,21.28999908,19.38999924,16.40000046,14.84000011,13.92600042
DENIS-P J0652197-253450,103.0823,-25.5807,M9.2,10,16.02,0.04,-238,85.7,252.9594632,,,17.46,0.002,20.518,0.107,15.832,0.008,12.759,0.023,12.02,0.021,11.516,0.021,,,,,,0.07,0,0,14.56,0,11.142,0.023,10.79,0.021,10.366,0.059,8.465,,13.666,0.055,12.724,0.023,12.087,0.021,11.495,0.021,,19.38999924,16.66000069,15.02000042,13.92600042
2MASS J11345493+0022541,173.7289,0.3817,,9,24.49,0.12,392.4,-325.7,509.959067,,,17.314,0.002,20.31,0.105,15.726,0.009,12.853,0.024,12.176,0.022,11.672,0.023,,,,,0.09,0.01,0,0.01,14.56,0.01,11.442,0.023,11.246,0.021,11.153,0.184,8.928,,13.668,0.002,12.805,0.002,12.177,0.001,11.661,0.001,21.11000069,19.23999962,16.43999947,14.89000031,13.92600042
2MASSW J1300425+191235,195.1771,19.2096,L3,11,13.95,0.04,-806.9,-1243.1,1482.020654,,,17.481,0.002,21.04,0.104,15.833,0.008,12.717,0.022,12.08,0.02,11.624,0.02,,,,,0.11,0.04,0.01,0,14.56,0,11.242,0.022,10.985,0.021,10.375,0.084,8.731,,13.648,0.054,12.63,0.02,12.159,0.02,11.597,0.02,21.83,19.38000092,16.78999985,14.98000046,13.92600042
2MASSI J2331016-040619,352.7568,-4.1054,M8.4 FLD-G,8,25.91,0.16,177,-184,255.3135327,,,17.197,0.002,19.944,0.154,15.6,0.01,12.938,0.024,12.294,0.03,11.954,0.03,,,,,0.04,0.02,0,0.01,14.56,0,11.641,0.023,11.388,0.021,11.139,0.152,9.022,,13.695,0.025,12.933,0.011,12.353,0.026,11.946,0.026,20.95999916,19.31999954,16.25999916,14.73999973,13.92600042
2MASSI J0019457+521317,4.941,52.2216,,9,19.96,0.07,309.3,-281.7,418.3555665,,,17.348,0.001,20.598,0.104,15.74,0.006,12.792,0.023,12.072,0.024,11.622,0.019,,,,,0.04,0.01,0,0,14.55,0,11.343,0.023,11.102,0.021,10.714,0.068,9.032,,,,,,,,,,21.37000092,19.41999992,16.50999916,14.90999981,13.91600019
2MASSW J0036159+182110,9.0671,18.3529,L4:,13.5,8.74,0.016,890.6,124.8,899.3016179,,,17.519,0.002,21.099,0.127,15.869,0.013,12.466,0.027,11.588,0.021,11.058,0.021,,,,,0.01,0.03,0,0.01,14.54,0.01,10.536,0.024,10.245,0.019,9.851,0.054,8.169,,13.58,0.06,12.3,0.03,11.64,0.03,11.04,0.03,22.28999908,19.35000023,16.82000053,15.03999992,13.90599996
2MASS J08594029+1145325,134.9179,11.759,,8,18.56,0.06,-269.9,-84.6,282.8483162,,,17.353,0.002,20.568,0.092,15.754,0.005,12.743,0.025,12.03,0.031,11.494,0.019,,,,,0.04,0.01,0.01,0,14.54,0,11.224,0.023,10.993,0.02,10.548,0.092,8.539,,13.653,0.056,12.714,0.025,12.09,0.031,11.472,0.019,21.44000061,19.29000076,16.53999985,14.90999981,13.90599996
2MASS J14345819-2335572,218.7423,-23.5993,,7,28,0.12,-325.5,-30.5,326.9258326,,,17.132,0.002,20.456,0.106,15.597,0.008,12.93,0.024,12.295,0.026,11.87,0.025,,,,,0.04,0.02,0,0,14.54,0,11.632,0.022,11.441,0.022,11.201,0.138,8.621,,,,,,,,,,20.70999916,19.07999977,16.17000092,14.72000023,13.90599996
2MASS J14410457+2719323,220.2695,27.3253,,7,,,84,-60.2,103.344279,,,17.096,0.006,19.771,0.051,15.486,0.003,12.994,0.022,12.368,0.021,11.977,0.021,,,,,0.01,0.01,0,0,14.53,0,11.77,0.022,11.564,0.021,11.354,0.124,8.849,,13.702,0.055,12.969,0.022,12.418,0.021,11.956,0.021,20.23999985,18.62000069,15.95999992,14.63000008,13.89599973
2MASS J13571497-1438529,209.3122,-14.648,,7,30.16,0.19,-340.2,35.9,342.0889504,,,17.223,0.003,20.146,0.082,15.57,0.007,12.87,0.025,12.197,0.026,11.735,0.027,,,,,0.03,0.02,0,0,14.52,0,11.485,0.024,11.269,0.021,10.976,0.114,9.222,,13.682,0.056,12.841,0.025,12.255,0.026,11.713,0.027,20.71999939,18.99999985,16.17999924,14.73999973,13.88600046
LSPM J0804+6153,121.0241,61.8925,M8: FLD-G,9,20.06,0.06,-52.4,-627.9,630.0826692,,,17.328,0.001,20.55,0.063,15.741,0.008,12.74,0.021,11.929,0.023,11.454,0.023,,,,,0.07,0.01,0,0,14.51,0,11.143,0.022,10.978,0.022,10.679,0.082,8.926,,,,,,,,,,21.28999908,19.23999962,16.47000015,14.89000031,13.87600023
